25	4 . Confirmed stroke within 3 months [E11] Temporal-Connection before [E12] [E21] Study study inclusion [E22]	89	Argument:Arg2(E1,E2)
26	1 . Patients who have been [E11] Procedure treated [E12] for [E21] Eq-Comparison more than 4 weeks [E22] .	82	Argument:Duration(E1,E2)
27	2 . The causative agent of NTM pulmonary disease is [E11] Negation none of [E12] [E21] Organism M. avium complex [E22] , M. abscessus subspecies abscessus , M. abscessus subspecies	15	Argument:Negates(E1,E2)
28	[E11] Age aged [E12] from [E21] Eq-Comparison 18 to 55 years [E22]	18	Argument:Eq-Comparison(E1,E2)
29	-   [E11] Observation BMI [E12] [E21] Eq-Comparison 25 - 35 kg / m2 [E22] will be recruited	18	Argument:Eq-Comparison(E1,E2)
30	-   [E11] Eq-Comparison Being [E12] on a weight - loss or special [E21] Procedure diet [E22]	66	Argument:Temporality(E2,E1)
31	-   if patient wants to be [E11] Negation excluded [E12] from the [E21] Study study [E22]	15	Argument:Negates(E1,E2)
32	[E11] Condition-Name Adenocarcinoma [E12] of the [E21] Modifier prostate [E22]	1	Argument:Modifies(E2,E1)
33	-   [E11] Observation Performance Status [E12] [E21] Eq-Comparison < 2 [E22]	18	Argument:Eq-Comparison(E1,E2)
34	-   Clinical stages ( [E11] Negation not [E12] [E21] Modifier radiographic stage [E22] ) T1c - T2a , Nx or N0 ,	15	Argument:Negates(E1,E2)
35	-   International Prostate symptom score ( [E11] Observation IPSS [E12] ) [E21] Eq-Comparison 20 or less [E22]	18	Argument:Eq-Comparison(E1,E2)
36	  Implanted device or apparatus which obstruct visibility of the [E11] Modifier implanted sources [E12] on [E21] Procedure-Name fluoroscopy [E22]	39	Argument:Modifies(E1,E2)
37	Polycystic Ovaries on Ultrasound defined as either 12 or more [E11] Observation-Name follicles measuring [E12] 2 - 9 mm in [E21] Modifier diameter [E22] or increased ovarian volume greater than 10 cm .	1	Argument:Modifies(E2,E1)
38	-   Women with elevated [E11] Observation FSH levels [E12] [E21] Eq-Comparison greater than 10 mIU / mL. [E22]	18	Argument:Eq-Comparison(E1,E2)
39	-   [E11] Age Ages [E12] [E21] Eq-Comparison 40 - 69 years [E22] old	18	Argument:Eq-Comparison(E1,E2)
40	-   Provider - estimated [E11] Observation life expectancy [E12] of [E21] Eq-Comparison at least 10 years [E22]	18	Argument:Eq-Comparison(E1,E2)
41	-   Personal history of [E11] Modifier prostate [E12] [E21] Condition-Name cancer [E22] at the time of consent	39	Argument:Modifies(E1,E2)
42	-   have a [E11] Severity significant [E12] [E21] Condition cognitive impairment [E22]	20	Argument:Severity(E2,E1)
43	-   [E11] Age ages [E12] [E21] Eq-Comparison 18 - 50 [E22] for all subjects	18	Argument:Eq-Comparison(E1,E2)
44	-   [E11] Modifier double barrier [E12] [E21] Procedure-Name contraception [E22] for all subjects	39	Argument:Modifies(E1,E2)
45	-   [E11] Negation not [E12] [E21] Condition pregnant [E22] for all subjects	15	Argument:Negates(E1,E2)
46	[E11] Age Age [E12] [E21] Eq-Comparison ≥ 18 years [E22] old	18	Argument:Eq-Comparison(E1,E2)
47	-   Confirmed diagnosis of [E11] Modifier perianal [E12] [E21] Condition-Name Crohn 's disease [E22]	39	Argument:Modifies(E1,E2)
48	-   Fistulation into [E11] Other other [E12] [E21] Modifier organs [E22] , including bladder and intestine	43	Argument:Is-Other(E1,E2)
49	- 11 years with - 1 - to - 10 [E11] Eq-Unit diopters [E12] ( [E21] Eq-Unit D [E22] ) myopia	97	Relation:Abbrev-Of(E2,E1)
50	organic eye disease , strabismus , astigmatism and / or [E11] Observation anisometropia [E12] [E21] Eq-Comparison > 1.5 D [E22] , prematurity , use of mono - / multifocal	18	Argument:Eq-Comparison(E1,E2)
51	and / or anisometropia > 1.5 D , prematurity , [E11] Eq-Comparison use [E12] of mono - / multifocal [E21] Procedure contact lenses [E22] , pre - treatment with atropine	66	Argument:Temporality(E2,E1)
52	criteria were as follows : a ) men and women [E11] Age aged [E12] [E21] Eq-Comparison between 18 - and 65 - years [E22] b ) medical diagnosis of Non - Specific Chronic	18	Argument:Eq-Comparison(E1,E2)
53	Neck Pain with more than 6 months of evolution of [E11] Modifier neck [E12] [E21] Condition-Name pain [E22] .	39	Argument:Modifies(E1,E2)
54	, neck surgeries or history of arthrodesis , b ) [E11] Modifier systemic [E12] [E21] Condition-Name diseases [E22] , c ) vision , hearing or vestibular problems	39	Argument:Modifies(E1,E2)
55	hearing or vestibular problems , d ) Severe trauma or [E11] Condition traffic accident [E12] which has had an [E21] Stability impact [E22] on the cervical area .	63	Argument:Stability(E1,E2)
56	rheumatic diseases , cervical hernia , cervical whiplash syndrome , [E11] Modifier neck [E12] [E21] Procedure-Name surgeries [E22] or history of arthrodesis , b ) systemic diseases	39	Argument:Modifies(E1,E2)
57	[E11] Modifier knee [E12] [E21] Condition-Name osteoarthritis [E22] , eligible for primary total knee arthroplasty	39	Argument:Modifies(E1,E2)
58	-   patients affected by knee osteoarthritis , eligible for [E11] Modifier primary [E12] [E21] Procedure-Name total knee arthroplasty [E22]	39	Argument:Modifies(E1,E2)
59	-   [E11] Observation BMI [E12] [E21] Eq-Comparison < 32 [E22]	18	Argument:Eq-Comparison(E1,E2)
60	-   [E11] Observation Time up ang go test [E12] [E21] Eq-Comparison <   /   = 12 seconds [E22]	18	Argument:Eq-Comparison(E1,E2)
61	[E11] Procedure-Name pulmonary metastasectomy [E12] with [E21] Modifier curative intent [E22] by mean of both major anatomical or limited resection	1	Argument:Modifies(E2,E1)
62	-   [E11] Age Age [E12] [E21] Eq-Comparison > 18 years [E22] .	18	Argument:Eq-Comparison(E1,E2)
63	-   Incomplete lung exclusion [E11] Temporal-Connection during [E12] [E21] Procedure surgical procedure [E22] .	89	Argument:Arg2(E1,E2)
64	-   Diabetes group : 1 ) [E11] Age Age [E12] [E21] Eq-Comparison between 30 - 70 years [E22] of old , 2 ) type 2 diabetes .	18	Argument:Eq-Comparison(E1,E2)
65	between 30 - 70 years of old , 2 ) [E11] Modifier type 2 [E12] [E21] Condition-Name diabetes [E22] .	39	Argument:Modifies(E1,E2)
66	-   Healthy control group : 1 ) [E11] Age Age [E12] [E21] Eq-Comparison between 30 - 70 years [E22] of old , 2 ) without diabetes	18	Argument:Eq-Comparison(E1,E2)
67	between 30 - 70 years of old , 2 ) [E11] Negation without [E12] [E21] Condition diabetes [E22]	15	Argument:Negates(E1,E2)
68	, cardiovascular disease , preproliferative or proliferative retinopathy , and [E11] Modifier chronic [E12] [E21] Condition-Name renal failure [E22]	39	Argument:Modifies(E1,E2)
69	-   [E11] Age Aged [E12] [E21] Eq-Comparison 18 or more [E22] .	18	Argument:Eq-Comparison(E1,E2)
70	-   History of [E11] Other other [E12] neurologic or psychiatric [E21] Condition disease [E22]	43	Argument:Is-Other(E1,E2)
71	-   Pacemaker or [E11] Other other [E12] [E21] Procedure implanted electronic devices [E22]	43	Argument:Is-Other(E1,E2)
72	Age - and sex - matched to PD group ( [E11] Age aged [E12] [E21] Eq-Comparison 18 or more [E22] )	18	Argument:Eq-Comparison(E1,E2)
73	high risk class II , class III , class IV [E11] Modifier abdominal [E12] [E21] Condition-Name wounds [E22]	39	Argument:Modifies(E1,E2)
74	[E11] Modifier Travellers [E12] [E21] Condition-Name diarrhoea [E22]	39	Argument:Modifies(E1,E2)
75	-   Infants [E11] Eq-Comparison > 1 month [E12] of [E21] Age age [E22]	23	Argument:Eq-Comparison(E2,E1)
76	[E11] Observation BMI [E12] [E21] Eq-Comparison 30 - 40 kg / m2 [E22]	18	Argument:Eq-Comparison(E1,E2)
77	-   [E11] Observation BMI [E12] [E21] Eq-Comparison 18 - 25 kg / m2 [E22] ; those with BMI up to 28 kg /	18	Argument:Eq-Comparison(E1,E2)
78	-   History of deep vein thrombosis [E11] Or or [E12] [E21] Condition clotting disorders [E22]	89	Argument:Arg2(E1,E2)
79	[E11] Severity Major [E12] [E21] Condition Depressive Disorder [E22] according to Diagnostic and Statistical Manual of Mental Disorders	20	Argument:Severity(E2,E1)
80	  Known or suspected non - compliance , drug or [E11] Modifier alcohol [E12] [E21] Condition-Name abuse [E22]	39	Argument:Modifies(E1,E2)
81	1 . Patients [E11] Age aged [E12] [E21] Eq-Comparison < 18 years [E22] old .	18	Argument:Eq-Comparison(E1,E2)
82	3 . Patients with a definite diagnosis of [E11] Modifier secondary [E12] [E21] Condition-Name hypertension [E22] .	39	Argument:Modifies(E1,E2)
83	6 . Patients diagnosed with mental abnormalities who are [E11] Negation unable [E12] to complete the [E21] Observation questionnaire [E22] .	15	Argument:Negates(E1,E2)
84	7 . Patients have once participated in this research [E11] Temporal-Connection during [E12] this [E21] Study study [E22] cycle（to avoid repeated participation ） .	89	Argument:Arg2(E1,E2)
85	with one or more events of hip dislocation after a [E11] Modifier primary [E12] [E21] Procedure-Name THA [E22]	39	Argument:Modifies(E1,E2)
86	-   controls with a [E11] Modifier primary [E12] [E21] Procedure-Name THA [E22] without events of hip dislocation	39	Argument:Modifies(E1,E2)
87	-   controls with a primary THA [E11] Negation without [E12] events of [E21] Condition hip dislocation [E22]	15	Argument:Negates(E1,E2)
88	-   Patients who [E11] Eq-Comparison were 18 years [E12] [E21] Age old [E22]	23	Argument:Eq-Comparison(E2,E1)
89	-   Patients [E11] Eq-Comparison less than 18 years [E12] [E21] Age old [E22]	23	Argument:Eq-Comparison(E2,E1)
90	[E11] Age age [E12] [E21] Eq-Comparison 18 - 70 years [E22]	18	Argument:Eq-Comparison(E1,E2)
91	[E11] Eq-Comparison ≥ 20 years [E12] of [E21] Age age [E22]	23	Argument:Eq-Comparison(E2,E1)
92	3 . diagnosed with the New York Heart Association ( [E11] Condition NYHA [E12] ) [E21] Eq-Comparison grade VI [E22] heart failure	78	Argument:Stage(E1,E2)
93	[E11] Modifier Ankle [E12] [E21] Condition-Name arthritis [E22] treated with Cadence Total Ankle Replacement system	39	Argument:Modifies(E1,E2)
94	[E11] Condition arthritis [E12] treated with Cadence [E21] Procedure Total Ankle Replacement system [E22]	8	Relation:Treatment-For(E2,E1)
95	-   Ankle arthritis treated with [E11] Modifier Cadence [E12] [E21] Procedure-Name Total Ankle Replacement system [E22]	39	Argument:Modifies(E1,E2)
96	-   [E11] Eq-Comparison Under 18 years [E12] of [E21] Age age [E22]	23	Argument:Eq-Comparison(E2,E1)
97	-   Presence of [E11] Other other [E12] [E21] Condition sleep disorders [E22]	43	Argument:Is-Other(E1,E2)
98	[E11] Age age [E12] of [E21] Eq-Comparison 18 years or younger [E22]	18	Argument:Eq-Comparison(E1,E2)
99	[E11] Modifier elective [E12] [E21] Procedure-Name total knee arthroplasty [E22] for degenerative osteoarthritis	39	Argument:Modifies(E1,E2)
100	[E11] Procedure total knee arthroplasty [E12] for degenerative [E21] Condition osteoarthritis [E22]	76	Relation:Treatment-For(E1,E2)
101	-   1 . elective total knee arthroplasty for [E11] Modifier degenerative [E12] [E21] Condition-Name osteoarthritis [E22]	39	Argument:Modifies(E1,E2)
102	-   2 . [E11] Modifier elective [E12] [E21] Procedure-Name total hip arthroplasty [E22] for osteoarthritis of osteonecrosis of femoral head	39	Argument:Modifies(E1,E2)
103	-   1 . [E11] Condition ASA [E12] [E21] Eq-Comparison class > 3 [E22]	78	Argument:Stage(E1,E2)
104	-   2 . [E11] Severity severe [E12] [E21] Condition medical comorbidities [E22]	20	Argument:Severity(E2,E1)
105	-   3 . [E11] Condition inflammatory arthritis [E12] including [E21] Condition rheumatoid arthritis [E22]	16	Relation:Example-Of(E2,E1)
106	[E11] Age Age [E12] [E21] Eq-Comparison > 18 years [E22]	18	Argument:Eq-Comparison(E1,E2)
107	-   Diagnosis of [E11] Condition BCR‐ABL [E12] [E21] Polarity positive [E22] CML blast crisis according to the WHO criteria :	49	Argument:Polarity(E1,E2)
108	-   Diagnosis of [E11] Condition-Name BCR‐ABL [E12] positive [E21] Modifier CML blast crisis [E22] according to the WHO criteria :	1	Argument:Modifies(E2,E1)
109	-   Extramedullary [E11] Condition blast proliferation [E12] [E21] Or or [E22]	7	Argument:Arg(E2,E1)
110	-   [E11] Modifier Extramedullary [E12] [E21] Condition-Name blast proliferation [E22] or	39	Argument:Modifies(E1,E2)
111	-   Large foci or clusters of [E11] Condition blasts [E12] in [E21] Procedure bone marrow biopsy [E22]	38	Relation:Found-By(E1,E2)
112	-   [E11] Assertion Agree [E12] to comply with all [E21] Study study [E22] procedures and be available for the duration of the	84	Argument:Asserted(E1,E2)
113	-   Male or female , [E11] Age aged [E12] [E21] Eq-Comparison 18 and older [E22] .	18	Argument:Eq-Comparison(E1,E2)
114	years ( 42 months ) , with at least 2 [E11] Modifier fully erupted [E12] [E21] Condition-Name teeth [E22] and enrolled in , or waitlisted for , one	39	Argument:Modifies(E1,E2)
115	-   Known allergic reaction to components of the [E11] Study study [E12] [E21] Drug product [E22] ( s ) .	91	Argument:Study-Of(E1,E2)
116	( i ) [E11] Age age [E12] [E21] Eq-Comparison between 18 and 80 years [E22] ( ii ) fluent in English ( iii )	18	Argument:Eq-Comparison(E1,E2)
117	( i ) [E11] Age age [E12] [E21] Eq-Comparison between 18 and 80 years [E22] ( ii ) fluent in English ( iii )	18	Argument:Eq-Comparison(E1,E2)
118	[E11] Modifier persistent low back [E12] [E21] Condition-Name pain [E22] of at least 1 month 's duration .	39	Argument:Modifies(E1,E2)
119	-   Patients must have persistent low back [E11] Condition pain [E12] of [E21] Eq-Comparison at least 1 month [E22] 's duration .	82	Argument:Duration(E1,E2)
120	Patients with nerve root involvement , suspected serious pathology , [E11] Stability unstable [E12] [E21] Condition trauma [E22] to the spine , aspects of pregnancy or other	22	Argument:Stability(E2,E1)
121	with nerve root involvement , suspected serious pathology , unstable [E11] Condition-Name trauma [E12] to the [E21] Modifier spine [E22] , aspects of pregnancy or other conditions that would	1	Argument:Modifies(E2,E1)
122	1 . Conscious adult patients : [E11] Eq-Comparison ≥ 18 years [E12] of [E21] Age age [E22]	23	Argument:Eq-Comparison(E2,E1)
123	-   [E11] Modifier Musculoskeletal [E12] [E21] Condition-Name injuries [E22] and physical wounds	39	Argument:Modifies(E1,E2)
124	-   Musculoskeletal injuries and [E11] Modifier physical [E12] [E21] Condition-Name wounds [E22]	39	Argument:Modifies(E1,E2)
125	level of consciousness , due to any cause , including [E11] Modifier head [E12] [E21] Condition-Name injury [E22] , drugs , or alcohol	39	Argument:Modifies(E1,E2)
126	-   Male or Female , [E11] Age aged [E12] [E21] Eq-Comparison 40 years to 85 years [E22] .	18	Argument:Eq-Comparison(E1,E2)
127	  Any other significant diseases or disorders that are a [E11] Contraindication contraindication [E12] to be enrolled in a [E21] Procedure pulmonary rehabilitation [E22] programme .	74	Argument:Contraindicates(E1,E2)
128	-   Volunteers that did [E11] Negation not [E12] have [E21] Procedure Achilles tendon surgical reconstruction [E22] , that did not present medical and / or	15	Argument:Negates(E1,E2)
129	for physical / sports activities , who have participated in [E11] Procedure-Name strength training program [E12] for the [E21] Modifier plantar flexors [E22] in the last 6 months , patients with diabetic	1	Argument:Modifies(E2,E1)
130	-   diagnosis of [E11] Modifier idiopathic [E12] [E21] Condition-Name Parkinson 's Disease [E22] , mild to moderate ( Hoehn and Yahr score	39	Argument:Modifies(E1,E2)
131	-   neurological disease diagnosis [E11] Exception other than [E12] [E21] Condition PD [E22]	31	Argument:Except(E1,E2)
132	-   The patient exhibits [E11] Modifier chronic [E12] [E21] Condition-Name anaemia [E22] or cholelithiasis or cholecystitis of undetermined aetiology or The	39	Argument:Modifies(E1,E2)
133	-   The patient exhibits chronic anaemia or cholelithiasis or [E11] Condition-Name cholecystitis [E12] of [E21] Modifier undetermined aetiology [E22] or The patient has a high - grade PKD	1	Argument:Modifies(E2,E1)
134	-   The patient does not suffer from [E11] Modifier chronic [E12] [E21] Condition-Name anaemia [E22] or cholelithiasis or cholecystitis	39	Argument:Modifies(E1,E2)
135	-   The aetiology of [E11] Modifier chronic [E12] [E21] Condition-Name anaemia [E22] or cholelithiasis or cholecystitis is determined and is not	39	Argument:Modifies(E1,E2)
136	years of age or older ) with the diagnosis of [E11] Modifier essential [E12] [E21] Condition-Name thrombocytosis [E22] , prefibrotic myelofibrosis or overt myelofibrosis according to WHO	39	Argument:Modifies(E1,E2)
137	with the diagnosis of essential thrombocytosis , prefibrotic myelofibrosis or [E11] Modifier overt [E12] [E21] Condition-Name myelofibrosis [E22] according to WHO 2016 criteria ;	39	Argument:Modifies(E1,E2)
138	-   Patient with another hematologic neoplasm or [E11] Modifier progressive [E12] [E21] Condition-Name cancer [E22] at the time of diagnosis ;	39	Argument:Modifies(E1,E2)
139	-   Patient with a diagnosis of [E11] Modifier secondary [E12] [E21] Condition-Name myelofibrosis [E22] ;	39	Argument:Modifies(E1,E2)
140	-   [E11] Eq-Comparison History [E12] of [E21] Condition seizure [E22] , head injury ( including neurosurgery ) , brain	66	Argument:Temporality(E2,E1)
141	-   History of seizure , [E11] Modifier head [E12] [E21] Condition-Name injury [E22] ( including neurosurgery ) , brain injury , diagnosis	39	Argument:Modifies(E1,E2)
142	-   History of seizure , head [E11] Condition injury [E12] ( including [E21] Procedure neurosurgery [E22] ) , brain injury , diagnosis or a neurological	16	Relation:Example-Of(E2,E1)
143	of seizure , head injury ( including neurosurgery ) , [E11] Modifier brain [E12] [E21] Condition-Name injury [E22] , diagnosis or a neurological or psychiatric disorder ,	39	Argument:Modifies(E1,E2)
144	-   [E11] Age age [E12] [E21] Eq-Comparison 45 to 60 years [E22]	18	Argument:Eq-Comparison(E1,E2)
145	) ≥ 25 kg / m2 , and / or [E11] Modifier central [E12] [E21] Condition-Name obesity [E22] - waist circumference ≥ 88 cm , high blood	39	Argument:Modifies(E1,E2)
146	-   participants [E11] Eq-Comparison on [E12] [E21] Procedure antihypertensive therapy [E22] were also included in the study	66	Argument:Temporality(E2,E1)
147	1 . male or female , [E11] Age age [E12] [E21] Eq-Comparison 21 or older [E22] ,	18	Argument:Eq-Comparison(E1,E2)
148	2 . diagnosed with [E11] Modifier definite [E12] , probable , or possible [E21] Condition-Name ALS [E22] according to the modified El Escorial Criteria ,	39	Argument:Modifies(E1,E2)
149	for the 25 participants in Group 2 , MUST have [E11] Condition cognitive [E12] [E21] Assertion symptoms [E22] as noted either by themselves or a caregiver .	64	Argument:Asserted(E2,E1)
150	[E11] Modifier lumbar [E12] [E21] Condition-Name pain [E22] present for more than 12 weeks ,	39	Argument:Modifies(E1,E2)
151	[E11] Condition pain [E12] present for [E21] Eq-Comparison more than 12 weeks [E22] ,	82	Argument:Duration(E1,E2)
152	-   [E11] Modifier radicular [E12] [E21] Condition-Name pain [E22] .	39	Argument:Modifies(E1,E2)
153	-   [E11] Eq-Comparison At least 19 years [E12] of [E21] Age age [E22]	23	Argument:Eq-Comparison(E2,E1)
154	pressure ( MAP ) < 60 mm Hg despite an [E11] Observation-Name IV fluid challenge [E12] of at least 30 ml / kg [E21] Modifier fluids [E22] ) , or use of vasopressor ( s )	1	Argument:Modifies(E2,E1)
155	-   Previous episode of sepsis during that [E11] Location hospital [E12] [E21] Encounter admission [E22]	69	Argument:Location(E2,E1)
156	[E11] Modifier primary immune [E12] [E21] Condition-Name thrombocytopenic [E22] patients	39	Argument:Modifies(E1,E2)
157	[E11] Eq-Comparison newly [E12] diagnosed primary immune [E21] Condition thrombocytopenic [E22] patients	66	Argument:Temporality(E2,E1)
158	-   Chronic Liver or [E11] Modifier kidney [E12] [E21] Condition-Name disease [E22]	39	Argument:Modifies(E1,E2)
159	2 . [E11] Age aged [E12] [E21] Eq-Comparison 18 or above [E22] ;	18	Argument:Eq-Comparison(E1,E2)
160	3 . diagnosed adverse pregnancy outcomes [E11] Temporal-Connection at [E12] [E21] Study recruitment [E22] ( e.g. , stillbirth ) ; Women with a	89	Argument:Arg2(E1,E2)
161	[E11] Age age [E12] [E21] Eq-Comparison 18 - [E22] 64 .	18	Argument:Eq-Comparison(E1,E2)
162	-   [E11] Modifier Functionally impairing [E12] [E21] Condition-Name back pain [E22] : A baseline score of greater than 5 on	39	Argument:Modifies(E1,E2)
163	-   [E11] Condition-Name Musculoskeletal etiology [E12] of [E21] Modifier low back [E22] .	1	Argument:Modifies(E2,E1)
164	-   Non - [E11] Modifier radicular [E12] [E21] Condition-Name pain [E22] .	39	Argument:Modifies(E1,E2)
165	-   Participant is to be [E11] Encounter discharged [E12] [E21] Location home [E22] .	93	Argument:Location(E1,E2)
166	to metronidazole , or to any of the components of [E11] Coreference commercial formulations thereof [E12] ( [E21] Drug Flagyl [E22] ® ) .	16	Relation:Example-Of(E2,E1)
167	to azithromycin , or to any of the components of [E11] Coreference commercial formulations thereof [E12] ( [E21] Drug Zithromax [E22] ® ) .	16	Relation:Example-Of(E2,E1)
168	-   Patient is a [E11] Eq-Comparison planned [E12] recipient of a living donor [E21] Procedure kidney transplant [E22] .	66	Argument:Temporality(E2,E1)
169	-   Patient is a planned recipient of a [E11] Modifier living donor [E12] [E21] Procedure-Name kidney transplant [E22] .	39	Argument:Modifies(E1,E2)
170	-   Patient is a [E11] Eq-Comparison planned [E12] recipient of an ABO blood group - compatible [E21] Procedure kidney graft [E22] .	66	Argument:Temporality(E2,E1)
171	-   Patient is a [E11] Eq-Comparison planned [E12] recipient of a [E21] Procedure kidney graft [E22] from a donor that is not HLA ( human	66	Argument:Temporality(E2,E1)
172	of a kidney graft from a donor that is not [E11] Condition-Name HLA [E12] ( human leukocyte antigen )   - [E21] Modifier identical [E22] .	1	Argument:Modifies(E2,E1)
173	-   WOCBP ( women [E11] And of [E12] [E21] Condition child - bearing potential [E22] ) must have a negative pregnancy test at inclusion	89	Argument:Arg2(E1,E2)
174	-   Patient is HIV - positive or suffering from [E11] Modifier chronic viral [E12] [E21] Condition-Name hepatitis [E22] .	39	Argument:Modifies(E1,E2)
175	a malignancy within 5 years prior to study entry , [E11] Exception excluding [E12] non - metastatic basal or squamous cell [E21] Condition carcinoma [E22] of the skin .	31	Argument:Except(E1,E2)
176	[E11] Eq-Comparison 11 to no older than 17 years [E12] of [E21] Age age [E22]	23	Argument:Eq-Comparison(E2,E1)
177	-   [E11] Severity severed [E12] [E21] Condition developmental delay [E22] ,	20	Argument:Severity(E2,E1)
178	-   orthopedic patients with [E11] Modifier leg [E12] [E21] Condition-Name injuries [E22]	39	Argument:Modifies(E1,E2)
179	-   injury that would prevent [E11] Modifier passive leg [E12] [E21] Procedure-Name elevation [E22] .	39	Argument:Modifies(E1,E2)
180	pattern of contrast enhancement with thick irregular walls and a [E11] Modifier core area reduced signal [E12] suggestive of [E21] Condition-Name tumour necrosis [E22] as assessed by the surgeon	39	Argument:Modifies(E1,E2)
181	Substantial non - contrast enhancing tumor areas suggesting low grade [E11] Condition-Name gliomas [E12] with [E21] Modifier malignant transformation [E22]	1	Argument:Modifies(E2,E1)
182	[E11] Age Age [E12] [E21] Eq-Comparison > 18 years [E22]	18	Argument:Eq-Comparison(E1,E2)
183	2 . On any [E11] Modifier intra [E12] [E21] Procedure-Name peritoneal treatment [E22] apart from peritoneal dialysis .	39	Argument:Modifies(E1,E2)
184	4 . Evidence of extra peritoneal leakage , eg . [E11] Condition-Name leakage [E12] to [E21] Modifier thoracic cavity [E22] , post peritoneal , hernia .	1	Argument:Modifies(E2,E1)
185	peritoneal leakage , eg . leakage to thoracic cavity , [E11] Temporal-Connection post [E12] [E21] Procedure peritoneal [E22] , hernia .	77	Argument:Arg(E1,E2)
186	and by any approach ( Includes surgery with laparoscopic , [E11] Modifier assisted [E12] [E21] Procedure-Name laparoscopic approach [E22] or open approach ) in a participating hospital during	39	Argument:Modifies(E1,E2)
187	All adult patients ( aged ≥ 18 years ) undergoing [E11] Modifier elective [E12] [E21] Procedure-Name bariatric surgery [E22] and by any approach ( Includes surgery with laparoscopic	39	Argument:Modifies(E1,E2)
188	-   Patients [E11] Eq-Comparison undergoing [E12] emergency [E21] Procedure surgery [E22]	66	Argument:Temporality(E2,E1)
189	-   Patients undergoing [E11] Modifier emergency [E12] [E21] Procedure-Name surgery [E22]	39	Argument:Modifies(E1,E2)
190	-   Patients [E11] Eq-Comparison under 18 years [E12] of [E21] Age age [E22]	23	Argument:Eq-Comparison(E2,E1)
